,Player,Age,W,L,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,PF,FP,DD2,TD3,+/-,DEF_RTG,DREB%,T_DREB%,STL,T_STL%,BLK,T_BLK%,OP_TOV,OP_2NDPTS,OP_PAINT,DEF_WS,USG%,T_FGM%,T_FGA%,T_3PM%,T_3PA%,T_FTM%,T_FTA%,T_OREB%,T_REB%,T_AST%,T_TOV%,T_BLKA%,T_PF%,T_PFD%,T_PTS%,FGA_2P%,FGA_3P%,2PT%,2PT_MR%,3PT%,FBPTS%,OFFTOV%,PAINTPTS%,AST_2FGM%,UAST_2FGM%,AST_3FGM%,UAST_3FGM%,FGM_AST%,FGM_UAST%,PTS_TOV,2ND_CH_PTS,FB_PTS,PAINT_PTS,OPP_PTS_TOV,OPP_2ND_PTS,OPP_FBPTS,OPP_PAINT_PTS,BLKA,PFD,Minutes,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,salary,off_kmean
430,Rodions Kurucs,21.0,3.0,7.0,9.9,0.9,2.3,39.1,0.3,0.7,42.9,0.2,0.6,33.3,0.5,1.7,2.2,0.1,1.2,1.6,5.4,0.0,0.0,-2.5,1.7,19.8,0.5,45.5,0.0,0.0,5.6,3.2,2.5,7.6,0.039,15.0,11.5,13.0,17.6,11.3,5.1,10.3,20.0,19.8,2.2,27.9,25.0,29.6,10.4,10.8,69.6,30.4,52.2,0.0,39.1,13.0,21.7,52.2,83.3,16.7,100.0,0.0,88.9,11.1,0.5,0.4,0.3,1.2,5.6,3.2,2.5,7.6,0.3,0.5,99.0,-8.5,0.6,-7.9,-6.1,3.9,-2.2,-8.5,1.3,-7.2,-0.2,"$1,699,236",1
431,Wenyen Gabriel,22.0,1.0,6.0,6.7,0.7,2.3,31.3,0.1,1.1,12.5,0.7,1.3,55.6,0.6,0.6,1.1,0.4,0.4,0.9,5.6,0.0,0.0,-1.0,0.6,16.0,0.3,18.2,0.3,40.0,1.0,1.0,0.4,4.0,0.037000000000000005,20.0,14.3,18.8,12.5,21.6,33.3,36.0,36.4,22.2,13.6,21.4,50.0,27.3,21.4,17.2,50.0,50.0,50.0,0.0,18.8,0.0,18.8,50.0,50.0,50.0,100.0,0.0,60.0,40.0,0.4,0.9,0.0,1.1,1.0,1.0,0.4,4.0,0.1,0.9,47.0,-4.4,-10.3,-14.7,-6.1,0.9,-5.2,-4.9,-8.7,-13.6,-0.3,"$898,310",1
432,Thabo Sefolosha,35.0,11.0,5.0,11.4,0.9,2.6,33.3,0.5,1.6,30.8,0.0,0.0,0.0,0.7,1.8,2.4,0.9,0.3,1.1,8.6,0.0,0.0,-0.9,1.8,20.1,0.5,32.0,0.3,33.3,2.9,3.1,3.9,11.5,0.019,10.1,9.6,12.2,13.3,12.9,0.0,0.0,32.4,22.5,20.0,8.0,20.0,19.5,1.3,8.2,38.1,61.9,33.3,0.0,66.7,0.0,22.2,33.3,66.7,33.3,100.0,0.0,85.7,14.3,0.5,0.1,0.0,0.8,2.9,3.1,3.9,11.5,0.2,0.1,165.0,-2.8,-0.9,-3.7,-1.5,-4.4,-5.8,-2.8,-1.6,-4.4,-0.1,"$2,564,753",1
433,Terance Mann,23.0,10.0,5.0,8.0,0.9,1.8,48.1,0.1,0.4,16.7,0.4,0.5,85.7,0.1,1.1,1.1,1.2,0.5,1.0,5.9,0.0,0.0,2.1,1.1,18.4,0.3,17.4,0.1,5.6,2.1,2.6,2.8,8.3,0.04,12.5,12.1,12.1,2.6,7.1,13.0,12.1,5.0,15.9,27.3,17.9,10.5,24.2,16.7,11.0,77.8,22.2,72.7,0.0,9.1,24.2,45.5,72.7,16.7,83.3,100.0,0.0,23.1,76.9,1.0,0.0,0.5,1.6,2.1,2.6,2.8,8.3,0.1,0.6,117.0,-1.7,-0.6,-2.3,2.1,3.1,5.2,-1.1,-0.0,-1.1,0.1,"$1,000,000",1
434,Grant Williams,21.0,13.0,4.0,14.4,0.7,2.9,24.5,0.0,1.2,0.0,0.7,0.9,80.0,0.7,1.5,2.2,0.8,0.8,1.7,8.7,0.0,0.0,2.4,1.5,13.5,0.5,17.8,0.7,33.3,4.3,3.7,4.1,12.0,0.094,11.4,6.1,10.5,0.0,11.1,12.9,13.3,22.6,15.5,12.2,20.0,10.0,25.0,14.7,6.5,57.1,42.9,66.7,5.6,0.0,8.3,25.0,61.1,75.0,25.0,0.0,0.0,75.0,25.0,0.5,0.3,0.2,1.3,4.3,3.7,4.1,12.0,0.2,0.9,236.0,-7.0,0.9,-6.1,-4.1,5.8,1.7,-6.9,1.8,-5.1,-0.3,"$2,379,840",1
438,Caleb Martin,24.0,0.0,3.0,8.3,0.7,3.0,22.2,0.0,1.0,0.0,0.3,1.0,33.3,0.0,1.3,1.3,1.0,1.0,0.7,6.8,0.0,0.0,-3.0,1.3,19.0,0.3,25.0,0.7,40.0,3.0,0.7,1.3,6.7,0.079,21.3,13.3,22.0,0.0,25.0,14.3,25.0,0.0,16.0,25.0,23.1,0.0,22.2,20.0,12.5,66.7,33.3,80.0,0.0,0.0,40.0,0.0,80.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,0.7,1.3,3.0,0.7,1.3,6.7,0.0,0.7,25.0,-11.5,0.5,-11.0,-22.2,11.6,-10.7,-14.0,2.7,-11.3,-0.1,"$898,310",1
439,Ignas Brazdeikis,20.0,0.0,5.0,4.8,0.6,2.0,30.0,0.0,0.4,0.0,0.4,0.4,100.0,0.2,0.0,0.2,0.2,0.4,0.4,2.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,33.3,3.6,1.2,0.8,4.0,0.018000000000000002,24.1,17.6,23.8,0.0,10.5,18.2,14.3,11.1,4.3,11.1,33.3,0.0,25.0,11.1,15.7,80.0,20.0,75.0,0.0,0.0,0.0,25.0,75.0,33.3,66.7,0.0,0.0,33.3,66.7,0.4,0.0,0.0,1.2,3.6,1.2,0.8,4.0,0.0,0.2,24.0,-7.2,-9.0,-16.2,4.0,1.5,5.6,-5.4,-7.4,-12.8,-0.1,"$898,310",1
440,Dante Exum,24.0,4.0,2.0,6.8,0.7,1.7,40.0,0.2,0.5,33.3,0.0,0.0,0.0,0.3,0.7,1.0,0.7,0.3,0.7,4.4,0.0,0.0,-1.5,0.7,11.1,0.2,25.0,0.2,16.7,2.5,2.0,1.2,8.0,0.047,11.7,13.8,13.7,14.3,11.1,0.0,0.0,14.3,12.0,22.2,10.0,22.2,20.0,7.1,12.2,70.0,30.0,66.7,0.0,33.3,22.2,22.2,66.7,33.3,66.7,100.0,0.0,50.0,50.0,0.3,0.0,0.3,1.0,2.5,2.0,1.2,8.0,0.3,0.2,36.0,-4.6,-3.2,-7.8,-12.4,6.1,-6.3,-6.3,-1.6,-7.9,-0.1,"$9,600,000",1
441,Jaylen Nowell,20.0,0.0,2.0,7.4,0.5,2.0,25.0,0.0,1.5,0.0,0.5,0.5,100.0,0.0,0.5,0.5,1.5,0.5,0.5,3.9,0.0,0.0,-5.0,0.5,9.1,0.0,0.0,0.0,0.0,4.5,2.0,3.5,7.0,0.031,13.2,10.0,14.3,0.0,21.4,100.0,33.3,0.0,7.7,37.5,14.3,0.0,9.1,20.0,12.5,25.0,75.0,66.7,0.0,0.0,0.0,0.0,66.7,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,4.5,2.0,3.5,7.0,0.0,0.5,15.0,-3.2,-0.9,-4.1,-20.5,10.5,-9.9,-6.6,1.1,-5.4,-0.0,"$1,400,000",1
443,Stanley Johnson,23.0,4.0,1.0,3.8,0.6,1.8,33.3,0.2,0.8,25.0,0.0,0.0,0.0,0.4,1.0,1.4,0.0,0.8,1.2,2.9,0.0,0.0,-1.4,1.0,31.3,0.2,50.0,0.0,0.0,1.8,2.2,0.4,4.0,0.025,30.2,23.1,26.5,33.3,28.6,0.0,0.0,50.0,35.0,0.0,57.1,33.3,54.5,0.0,21.9,55.6,44.4,57.1,28.6,42.9,28.6,0.0,28.6,0.0,100.0,100.0,0.0,33.3,66.7,0.0,0.8,0.4,0.4,1.8,2.2,0.4,4.0,0.2,0.0,19.0,-11.4,2.9,-8.5,-16.4,1.6,-14.8,-13.0,2.7,-10.3,-0.1,"$3,623,000",1
445,Jared Dudley,34.0,9.0,2.0,7.8,0.4,0.9,40.0,0.4,0.6,57.1,0.2,0.2,100.0,0.0,0.7,0.7,0.7,0.2,0.7,4.1,0.0,0.0,-2.0,0.7,13.1,0.3,18.8,0.1,8.3,3.7,1.6,2.9,6.4,0.036000000000000004,6.5,6.3,7.1,26.7,15.9,9.5,6.9,0.0,10.8,21.6,5.0,0.0,19.5,12.5,8.6,30.0,70.0,0.0,0.0,85.7,0.0,21.4,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.3,0.0,0.0,0.0,3.7,1.6,2.9,6.4,0.0,0.4,72.0,-1.0,-2.2,-3.1,-9.2,-1.8,-11.0,-2.5,-2.3,-4.8,-0.1,"$2,564,753",1
446,Justin Robinson,22.0,1.0,3.0,3.1,0.5,1.3,40.0,0.3,0.3,100.0,0.0,0.0,0.0,0.3,0.5,0.8,0.5,0.5,0.0,2.4,0.0,0.0,3.8,0.5,22.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.057,22.6,18.2,22.7,25.0,12.5,0.0,0.0,50.0,27.3,28.6,50.0,0.0,0.0,0.0,16.1,80.0,20.0,40.0,0.0,60.0,0.0,100.0,40.0,0.0,100.0,100.0,0.0,50.0,50.0,1.3,0.0,0.0,0.5,1.0,0.0,1.0,2.0,0.0,0.0,12.0,-4.6,-6.8,-11.4,1.4,25.8,27.2,-3.8,-1.1,-4.9,-0.0,"$898,310",1
448,Dewan Hernandez,22.0,2.0,0.0,3.9,0.5,1.0,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.5,1.5,4.4,0.0,0.0,0.5,2.0,50.0,0.5,100.0,0.0,0.0,3.0,1.0,0.0,4.0,0.013999999999999999,15.8,12.5,15.4,0.0,16.7,0.0,0.0,0.0,44.4,0.0,25.0,0.0,50.0,0.0,10.0,50.0,50.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,4.0,0.0,0.0,8.0,-8.9,0.3,-8.6,9.6,-2.2,7.5,-6.1,-0.3,-6.4,-0.0,"$898,310",1
450,Justin Patton,22.0,1.0,1.0,4.7,0.5,1.5,33.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,2.0,1.7,0.0,0.0,-2.0,1.0,25.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,6.0,-0.008,17.4,12.5,18.8,0.0,11.1,0.0,0.0,0.0,25.0,0.0,20.0,0.0,44.4,0.0,8.3,66.7,33.3,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,6.0,0.0,0.0,9.0,-17.6,-11.8,-29.4,4.4,-12.1,-7.6,-14.5,-12.4,-26.9,-0.1,"$1,620,564",1
451,Caleb Swanigan,22.0,1.0,3.0,2.8,0.3,0.5,50.0,0.0,0.0,0.0,0.3,0.5,50.0,0.3,0.8,1.0,0.0,0.8,0.8,3.5,0.0,0.0,1.0,0.8,30.0,0.3,25.0,0.5,66.7,1.3,0.8,0.8,2.5,0.054000000000000006,19.4,12.5,11.1,0.0,0.0,20.0,16.7,33.3,30.8,0.0,60.0,0.0,60.0,14.3,13.6,100.0,0.0,66.7,0.0,0.0,0.0,66.7,66.7,100.0,0.0,0.0,0.0,100.0,0.0,0.5,0.0,0.0,0.5,1.3,0.8,0.8,2.5,0.0,0.3,11.0,-12.5,-1.3,-13.8,-14.1,22.7,8.6,-13.4,3.2,-10.2,-0.0,"$2,033,160",1
452,Khyri Thomas,23.0,1.0,1.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.027999999999999997,8.3,0.0,0.0,0.0,0.0,20.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,33.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,6.0,-4.7,-5.0,-9.7,-49.2,19.5,-29.7,-13.3,-0.8,-14.0,-0.0,"$838,464",1
453,Jarred Vanderbilt,20.0,2.0,1.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,0.3,0.0,1.0,0.0,0.0,0.3,0.7,50.0,0.0,0.0,0.0,0.0,0.7,0.3,3.0,4.0,0.002,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,3.0,4.0,0.0,0.0,9.0,-9.6,-5.7,-15.3,13.7,-17.2,-3.5,-5.7,-8.0,-13.7,-0.0,"$1,416,852",1
454,KZ Okpala,20.0,1.0,1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.1,0.0,0.0,-2.5,0.5,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.013999999999999999,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,-16.2,-9.3,-25.5,-62.7,-1.9,-64.6,-25.8,-8.6,-34.4,-0.1,"$898,310",1
455,Keldon Johnson,20.0,0.0,1.0,2.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.009000000000000001,20.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,-21.4,-25.6,-47.0,-12.4,1.6,-10.8,-20.9,-22.0,-42.9,-0.0,"$1,950,600",1
456,Miye Oni,22.0,1.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.5,0.0,0.0,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,3.0,0.019,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,3.0,0.0,0.0,4.0,-14.2,22.7,8.5,-15.0,11.4,-3.6,-15.1,21.8,6.7,0.0,"$898,310",1
457,Nigel Williams-Goss,25.0,3.0,1.0,2.1,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.1,0.0,0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,0.5,2.5,0.023,14.3,0.0,14.3,0.0,20.0,0.0,0.0,0.0,0.0,33.3,25.0,0.0,25.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,0.5,2.5,0.0,0.0,8.0,-6.0,-0.0,-6.0,-17.1,7.8,-9.3,-8.4,1.3,-7.1,-0.0,"$1,500,000",1
458,Romeo Langford,20.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,5.8,6.7,-59.4,0.5,-58.8,-10.3,5.1,-5.2,0.0,"$3,458,400",1
459,Sekou Doumbouya,18.0,0.0,1.0,2.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,14.3,0.0,16.7,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-17.6,-0.6,-18.3,19.3,-9.1,10.2,-11.7,-2.2,-13.9,-0.0,"$3,285,120",1
460,Stanton Kidd,27.0,3.0,1.0,3.8,0.0,0.8,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,0.5,0.8,0.8,0.0,0.0,-0.3,0.8,20.0,0.0,0.0,0.0,0.0,2.3,0.5,1.0,4.0,0.036000000000000004,13.9,0.0,13.0,0.0,9.1,0.0,0.0,0.0,18.8,14.3,22.2,66.7,42.9,0.0,0.0,66.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.5,1.0,4.0,0.5,0.0,15.0,-13.9,8.6,-5.4,-7.4,7.0,-0.5,-13.5,8.6,-5.0,-0.0,"$250,000",1
